cc_num,category,amt,gender,age,is_fraud
3583293909,8,38977,0,29,0
3003038024,4,19380,1,100,0
3023526871,8,34216,1,23,1
3526826139,0,35286,1,100,1
4169388510,9,34981,0,62,0
4651007077,4,42795,0,96,1
2131935961,9,16197,1,100,1
4424338559,2,8249,0,90,1
6304256733,8,7075,1,22,0
3487896086,2,7451,0,100,1
4099707841,8,37516,1,12,1
4384910379,2,2129,0,100,1
4025612008,4,34342,0,100,0
2131417125,4,55037,0,63,1
4119762878,1,7558,0,100,0
4462038234,8,158297,0,100,0
1800364567,8,35891,0,6,1
6569097840,4,9705,1,22,0
4873783502,4,100096,0,0,0
6011492816,4,15564,1,75,1
1800648173,4,26153,0,39,1
4452366298,3,16006,0,23,1
2297447006,12,34374,0,79,1
2131559976,4,6357,1,29,1
3672144518,2,22087,1,27,0
4128730454,9,36549,0,100,0
4958589671,8,38612,1,100,0
4998109455,9,12060,0,80,1
5152054598,8,36526,1,4,0
3577596616,0,10994,1,100,1
3567697931,2,13853,1,100,1
3760281106,11,20544,1,6,0
3029055178,9,38954,1,67,0
4736845434,12,37954,0,100,1
3415461990,12,37353,1,100,1
1800472228,2,7024,0,98,0
5540636818,2,9447,1,63,1
4070511711,2,25386,0,39,1
3027303769,2,8699,1,100,1
3513618443,4,36320,0,100,1
6011679934,2,12971,0,0,1
4998109455,9,23329,0,80,1
4642255475,2,16126,0,75,0
3538520143,4,23596,0,45,0
4474324669,2,4053,1,100,1
3607811420,4,20572,1,100,1
3502377050,0,38825,0,100,1
3042820467,4,27749,1,52,1
3595192916,4,9651,1,100,1
4997733566,2,5816,0,10,0
1800692534,2,13428,1,22,0
3543591270,2,4446,0,4,1
4683638447,4,14249,1,4,1
4464457352,2,9216,0,92,0
4474324669,8,37263,1,100,1
3565423334,2,12718,1,100,1
3565423334,1,28320,1,100,0
3506042666,4,33454,0,79,0
3042703505,2,10267,1,22,0
4745996322,4,24279,0,100,0
6011626928,9,14080,0,73,0
3514865930,2,2069,1,33,1
4922710831,4,20847,0,100,1
2348245054,1,24959,1,100,1
3434640138,12,418448,0,62,1
2131028730,2,2410,0,96,0
4149635823,2,1777,1,23,0
6759098980,2,15423,1,56,1
3015071789,0,37420,1,39,0
3691358772,9,99135,0,16,0
4254074738,2,7777,1,100,0
4725837176,4,63934,0,100,0
3054645331,4,23174,1,100,1
4467456915,9,57178,0,39,1
4259996134,2,1024,0,27,1
6011693194,6,21666,0,100,1
4653879239,12,37954,0,100,0
2254917871,7,33480,0,12,0
1800810328,1,33553,0,100,0
6304690407,1,22207,0,100,1
4855488158,6,596,1,100,0
4861310130,7,10526,0,23,1
3591919803,7,10874,1,80,1
6304515344,5,7148,0,4,0
4658490815,7,14850,0,100,1
3423199859,6,7706,1,23,1
3459339645,9,33283,0,63,1
3556613125,1,35520,1,100,0
1800586969,0,12349,1,100,0
4026222041,7,19318,0,18,0
4229733778,6,2314,1,92,0
2283743876,12,39011,0,100,1
1800183753,5,19395,0,80,1
3023526871,1,12825,1,23,0
3501942333,0,14777,0,100,0
3703487640,1,19367,1,100,1
3568736585,10,6099,1,0,0
3691358772,5,1162,0,16,1
4587577161,5,20884,0,12,1
3589255887,0,23438,1,58,1
1800725275,6,15382,1,100,1
6763691107,12,37757,1,6,1
3576431665,7,17115,0,46,1
3502088871,5,13583,1,18,1
3528407217,10,27258,0,75,1
4989847570,11,23644,0,100,0
2296006538,7,9589,0,100,1
4836998673,1,28124,0,29,0
3500969075,8,71516,1,100,1
3858853886,12,34936,0,98,0
3429524843,1,37774,0,80,1
3547560454,6,23453,1,39,1
4488258847,10,7024,0,100,0
3583635130,12,19260,0,63,0
3585740823,9,292464,1,100,0
1800671518,11,35959,0,100,1
3055164394,10,17924,0,0,1
3032838444,6,38831,0,100,0
4839043708,5,3823,0,100,1
3719852362,10,44223,1,100,0
1800429464,0,35475,1,86,1
3533742182,7,24571,1,100,0
3710342935,0,7609,1,45,1
3587960728,0,6698,0,100,1
4736845434,10,28607,0,100,1
4745996322,9,14247,0,100,1
2131935961,13,226738,1,100,1
3023496602,12,38758,1,23,0
6011999606,1,7807,1,45,0
4809701904,11,18900,0,58,1
2254917871,6,19013,0,12,0
3575789281,1,25341,0,92,0
2131638605,6,7122,1,69,0
3011842374,7,12467,1,100,0
4727244663,5,37686,0,100,1
4170689372,9,38404,1,100,0
3013182642,11,34121,0,100,0
4862293128,6,4709,0,96,1
4584931703,5,25473,0,6,1
3423512569,13,36133,0,98,1
3746560332,6,34767,1,63,0
4997733566,11,36515,0,10,0
4446368897,5,1715,1,75,1
6304249875,7,35324,0,46,0
6011348830,7,19479,1,40,1
4427805710,7,91654,0,100,1
2235613922,1,11211,0,40,1
2720012583,7,14359,1,40,0
4708992452,0,26269,1,100,0
3019739865,11,6153,0,80,1
3582754887,0,29064,1,39,1
3598304579,1,38578,1,69,0
3579200383,1,1926,1,12,0
1800845762,7,37459,1,22,0
4503101193,7,1602,0,35,1
6011104316,10,11324,0,69,0
4260128500,6,31440,0,100,0
4430881574,6,9986,0,100,1
3576021480,6,35964,0,100,0
3032838444,10,36183,0,100,0
4629451965,4,18698,0,100,1
4069975342,7,32598,0,40,0
3587960728,9,24725,0,100,0
2712209726,0,7946,0,18,1
6011388901,6,18867,0,100,1
4169759661,8,25437,0,10,0
2222157926,5,7493,0,75,1
3776545903,10,29815,1,27,1
3506592072,9,38083,1,100,0
3561963695,7,8991,1,58,0
5619427633,12,34812,0,69,0
1800466171,10,14943,0,100,0
4500002361,0,34329,1,50,1
3013182642,11,9143,0,100,1
5816864398,9,34531,1,0,1
1800481850,7,33767,0,6,1
3779931053,5,11995,1,12,0
4651007077,7,2269,0,96,0
4607072969,12,36459,0,63,0
4099707841,0,35942,1,12,0
4939976756,0,27719,0,98,1
2720012583,1,1213,1,40,1
3027303769,1,36481,1,100,1
1800183753,1,26651,0,80,1
6517217825,5,29973,1,85,1
3566875419,7,12302,1,98,0
6538441737,11,38488,0,100,0
4570636521,12,45892,0,80,1
4312133045,7,33660,1,23,0
3583793405,5,34379,0,16,0
2131545733,7,10902,1,46,1
2131417125,10,30361,0,63,0
6390464215,10,7656,1,75,0
3027043209,10,229,0,4,1
3598634130,10,35380,1,100,1
4302480582,12,36835,1,100,1
3710091693,1,38825,1,100,1
3589255887,7,23577,1,58,1
3596217206,11,34317,0,80,0
4587657402,1,36605,0,100,0
4745996322,10,37201,0,100,1
6538441737,5,14906,0,100,1
3453891715,6,18822,1,58,1
3819902186,1,10464,1,80,0
4079773899,7,35155,1,45,0
3027043209,5,28000,0,4,1
4908846471,0,4849,0,100,0
4149238353,7,7148,1,86,0
3553629419,10,59977,0,63,0
4344955088,0,2202,1,18,0
4550599031,7,15067,0,33,0
1800183753,1,3197,0,80,0
5127412150,0,80329,1,98,1
2131914023,8,35779,1,100,1
4254074738,0,2061,1,100,1
3551217896,6,15629,0,18,1
4306586894,7,6548,0,79,1
3470732284,0,173,1,4,0
6538441737,9,19344,0,100,1
3514865930,5,33356,1,33,1
2254799658,0,11655,0,80,0
4809701904,6,17214,0,58,1
4900628639,12,37330,1,0,0
4716561796,9,36678,0,10,0
4482427013,10,12697,0,100,0
3725200497,8,12883,0,100,0
3894765449,5,36762,0,35,1
4383521454,11,35385,1,80,0
3752483078,10,38342,1,33,0
4092452671,13,38550,1,100,0
3595192916,9,18080,1,100,0
3019962138,12,37043,0,18,0
3894765449,9,34419,0,35,1
3607811420,6,38516,1,100,0
4957924165,10,10421,1,100,0
6763266100,7,140244,0,100,1
3750826487,6,17233,0,18,0
4302480582,5,34621,1,100,1
3521815216,5,2333,1,29,0
3523898249,1,31198,1,98,1
2131567475,12,38617,1,52,0
4400011257,9,38898,0,40,1
4301028321,12,27142,1,29,0
2131559976,12,31931,1,29,1
6534628260,12,56959,0,100,1
3525590521,1,134078,1,63,0
2242542703,10,85714,1,100,0
3523898249,6,36009,1,98,0
3521417320,1,14432,0,12,0
4988304376,5,71111,1,100,1
3565423334,6,4868,1,100,0
4301028321,7,15320,1,29,0
6011367958,10,10914,0,86,0
4400011257,10,36774,0,40,0
4378993458,9,38988,1,100,1
4169759661,1,35661,0,10,0
2131124025,6,14636,0,63,1
3502088871,12,35470,1,18,0
3752373053,10,34750,1,100,1
6011581063,13,34902,1,16,1
4147608975,7,28877,1,100,1
3470732284,5,2934,1,4,1
6011504998,10,965,0,10,0
3501942333,1,9475,0,100,0
6534628260,12,35087,0,100,0
2248735346,5,35357,1,62,0
4334230547,6,24616,1,33,1
4066595222,7,31620,0,100,1
2297447006,7,94229,0,79,0
3566094707,7,33345,0,16,1
5388659976,7,27764,1,67,0
4003989662,1,17855,1,86,1
3760281106,10,6312,1,6,1
5359543825,1,37617,1,12,1
3533742182,8,37257,1,100,1
4469777115,11,35093,1,40,0
4428154703,5,24476,0,100,1
6515067575,12,12617,1,98,0
6538891242,7,29733,0,18,0
6592243974,9,500137,1,100,0
2305336922,10,28287,1,73,0
1800311904,7,34284,0,10,0
4104312520,11,38746,0,86,1
6759903016,5,25426,0,100,1
6011109736,6,8859,0,52,1
3027303769,12,56335,1,100,0
3557442674,0,2314,0,100,1
6762342562,13,224585,1,100,0
3568736585,12,50383,1,0,1
3782786198,5,37656,0,56,0
2383461948,6,18305,1,100,1
2383461948,5,10498,1,100,1
6011109736,10,1035,0,52,1
4874017206,7,59702,0,46,0
4745996322,11,33362,0,100,1
2248348993,13,38842,0,73,0
2254917871,6,13342,0,12,0
4792627764,1,16607,0,29,0
3598215285,12,34312,0,16,1
2131612933,10,32232,0,27,1
5501083170,6,28382,1,45,1
4653178848,12,38589,1,75,1
6011438889,11,27843,0,100,0
6762817728,10,36656,0,100,1
5020380913,5,2187,1,35,0
3764452667,6,26353,0,46,1
3525668150,10,4834,1,98,0
2131788500,7,11211,1,18,0
6596735789,5,35700,1,85,0
4158945090,12,37858,1,0,0
3648588755,11,327615,1,100,1
3540075240,1,23773,1,75,0
6011948324,10,16562,0,67,0
3023875590,7,26010,0,12,1
4069975342,7,11251,0,40,1
6011348830,7,21531,1,40,1
4170689372,6,11268,1,100,1
4335531783,10,1218,0,100,1
4646845581,11,17827,0,98,1
3769444815,5,35183,0,90,1
3051820676,12,37122,0,29,1
6390239843,7,20768,0,100,0
3772340096,10,20334,0,45,0
4710792708,5,33772,1,75,0
3420357625,7,22464,0,100,0
3750826487,6,7479,0,18,1
6011492816,0,37830,1,75,0
4208110975,1,8941,1,46,1
6011348830,1,23284,1,40,0
3589289942,1,26067,0,10,0
2242542703,1,32946,1,100,0
3759746806,12,37218,0,4,1
2131258150,10,4394,1,100,1
3589255887,0,28658,1,58,1
4586810168,1,38718,0,100,1
4210078554,7,8862,0,45,0
6762986333,12,35065,0,10,0
3577578023,10,103784,0,58,1
3658153865,0,29130,1,98,1
4119762878,1,52833,0,100,1
6011348830,5,37988,1,40,1
3019962138,5,14859,0,18,0
3587044315,0,4463,1,6,1
3858048561,13,35503,0,33,1
3024889883,6,7526,1,100,0
4128027264,5,36487,1,100,1
4874006077,6,12111,0,92,0
4538566639,13,36363,1,39,1
6011367958,11,181645,0,86,1
4450831335,10,30451,0,10,1
3531129874,11,35481,0,12,0
4226219726,12,12375,0,69,0
4423489490,1,36869,1,96,0
3540075240,0,25656,1,75,1
2264937662,1,36897,1,100,1
3858048561,6,34598,0,33,0
4807552641,7,53716,0,100,1
6011348830,13,34761,1,40,0
4026222041,12,34061,0,18,1
2131258150,1,2865,1,100,1
4797297220,7,26928,0,98,0
4904681492,12,38010,0,98,0
4469777115,9,38437,1,40,0
4745996322,5,40362,0,100,1
4560395181,12,9508,0,4,1
3027303769,8,4731,1,100,1
3023543871,13,36577,1,35,0
4761403817,9,35217,0,69,0
3540075240,0,22612,1,75,0
4060579726,1,28294,1,100,0
4841313716,6,12776,1,92,0
3514865930,10,35992,1,33,0
6011724471,12,38359,0,46,1
3586955669,7,10633,1,100,0
3771138426,0,17295,1,50,0
4476840372,9,39027,1,29,1
4464457352,1,38651,0,92,0
5596347693,5,21930,1,100,1
3755342086,0,195,1,69,0
3564839259,1,18867,1,85,1
3513618443,6,18552,0,100,0
5619427633,5,92009,0,69,1
4635330563,6,107,0,58,1
6011542681,11,34199,0,4,1
4244953610,5,2479,1,100,1
3531129874,12,33070,0,12,0
4836998673,5,2564,0,29,0
5020127767,6,847,0,100,1
1800648173,13,38196,0,39,0
2714019737,11,32569,0,100,1
3782786198,13,38640,0,56,1
2131957540,6,14117,1,22,0
3750826487,5,16989,0,18,1
4610050989,6,403,1,92,1
4476840372,10,37785,1,29,0
3596357274,1,33677,1,4,1
6506116513,10,38488,0,58,1
3708774952,0,22216,0,58,0
2131957540,1,33233,1,22,0
3565414434,0,37476,1,39,0
6506116513,0,59606,0,58,0
3672269901,10,17922,0,80,1
4810839835,0,15045,0,69,0
2305336922,10,4040,1,73,1
3759746806,0,36403,0,4,1
1800944193,11,38291,0,4,1
4514242065,12,37150,0,86,0
3501509250,7,5284,1,29,0
3511378610,6,20525,1,4,1
3772340096,10,18749,0,45,0
3003316239,13,234129,1,6,0
4755696071,7,22357,1,69,1
4536996888,12,37122,1,4,1
3506042666,1,34312,0,79,1
3506040590,5,1310,1,86,1
3001146503,10,29630,0,10,1
6390464215,6,1089,1,75,1
3438190486,5,17070,0,100,0
3742382095,5,19850,1,100,0
3459339645,7,30810,0,63,0
4509142395,1,36998,0,100,1
4587657402,9,66272,0,100,1
6592243974,13,25656,1,100,0
3011842374,6,3494,1,100,1
4294040533,10,23388,0,75,0
4393520897,1,7513,1,46,1
4328928491,7,24290,0,40,1
6547670341,1,34205,1,100,0
3615388042,10,9244,1,100,0
3023875590,6,14224,0,12,0
3819902186,7,10885,1,80,1
4003989662,6,34267,1,86,1
4342532437,7,17647,1,100,1
3487896086,0,28236,0,100,0
3500969075,1,36234,1,100,1
3595192916,0,14597,1,100,0
4482427013,13,210247,0,100,0
3014371366,7,14050,1,100,1
2131914023,1,25864,1,100,0
3760281106,7,7035,1,6,0
4464457352,8,38212,0,92,0
4191109180,0,121454,0,100,0
6011329966,11,80638,0,10,0
4449530933,0,20564,0,100,1
3575540972,7,30503,0,100,0
4658490815,5,8836,0,100,0
3528231451,1,10779,0,100,0
3739054174,10,36925,0,16,1
4587657402,7,3843,0,100,1
3545109339,9,207122,1,100,1
3011842374,10,36740,1,100,1
4319584480,0,5990,0,79,0
4861310130,7,34278,0,23,1
5152054598,0,25988,1,4,0
4681601008,1,16995,0,23,0
4908846471,6,32581,0,100,0
5456776410,7,20727,0,100,1
4128027264,6,1387,1,100,1
3725200497,9,34904,0,100,0
3050162461,11,36077,0,4,0
6592243974,5,14702,1,100,0
3560725013,10,3629,0,22,0
3764452667,0,31091,0,46,1
3520550088,11,2612,1,100,0
3040830105,13,36161,1,0,1
2264937662,7,22076,1,100,0
2576709887,1,116857,1,79,1
6540981358,13,35245,1,33,0
6011348830,8,6901,1,40,1
3879741070,1,5293,1,10,0
4836998673,6,14642,0,29,1
3523898249,6,15584,1,98,0
3034465431,13,37954,0,39,0
3051819615,7,30321,0,12,0
3014371366,0,67807,1,100,0
3587960728,0,17846,0,100,0
2720012583,0,1619,1,40,1
4302480582,12,2595,1,100,1
3057019751,10,33795,1,100,1
4761403817,10,32139,0,69,0
4102003771,10,37527,1,80,1
2233882705,13,37263,0,79,0
3760281106,6,5413,1,6,0
4228411452,9,37915,1,100,1
3027043209,7,12810,0,4,1
3598304579,9,36195,1,69,0
2264937662,4,8510,1,100,1
3553629419,6,25600,0,63,0
3858853886,10,36706,0,98,0
3533800906,7,13555,0,100,1
4586810168,0,7644,0,100,1
4689147265,7,29439,1,33,0
3595192916,6,14533,1,100,0
3514897282,7,13201,1,100,1
6534628260,10,6389,0,100,0
1800114532,0,10753,1,100,1
2720894374,5,10601,0,100,1
3437464860,6,35245,1,12,1
3023054013,7,15320,1,0,0
3858853886,0,33949,0,98,1
4996263498,7,29602,0,58,1
4538566639,6,21589,1,39,1
4179719215,1,9424,0,52,1
3587960728,9,25388,0,100,0
4640395708,10,25999,0,100,0
6011438889,10,23627,0,100,0
4536996888,6,30799,1,4,0
5713652351,13,36953,0,100,1
4961003488,1,34452,0,45,0
1800364567,10,33722,0,6,1
6011934240,1,6872,1,6,0
5018994534,10,7890,0,22,1
4613314721,10,5155,1,86,1
3725200497,1,38437,0,100,1
5559857416,7,7305,1,100,0
3575540972,0,12313,0,100,0
3819902186,7,11689,1,80,0
1800481850,7,33755,0,6,0
5836994826,5,12881,0,100,0
3437464860,1,1636,1,12,1
3423512569,11,38982,0,98,1
3462732345,7,10576,0,100,0
4186530744,10,107,0,39,1
4158758517,6,122,0,100,0
3496127649,7,12150,1,63,1
6538891242,6,16354,0,18,1
6554245334,6,36549,0,22,1
3543591270,7,86298,0,4,0
2288748891,7,39777,0,39,0
3582402971,7,9019,0,90,1
3500969075,10,4731,1,100,1
4657269323,6,68981,0,100,0
3879741070,7,13763,1,10,0
4223708906,0,3912,1,0,1
4586810168,0,4484,0,100,0
3437464860,13,37628,1,12,1
2242542703,5,38094,1,100,0
3027303769,0,5900,1,100,0
3585740823,11,34413,1,100,0
3764452667,11,39016,0,46,1
2254917871,0,34587,0,12,0
3672269901,0,13473,0,80,0
5020127767,1,31136,0,100,1
3567697931,9,38567,1,100,0
2131531517,1,13274,0,100,0
4997733566,12,10399,0,10,1
4451438912,0,9345,0,100,1
3561963695,7,12352,1,58,1
6011367958,12,37825,0,86,0
3015071789,13,37161,1,39,0
3533742182,1,37111,1,100,0
3581130339,5,58038,1,56,0
3559679414,5,17272,0,98,1
3545109339,12,34868,1,100,1
4707867759,13,38634,0,39,1
3501942333,5,30042,0,100,0
3462732345,0,158,0,100,0
3543591270,10,35149,0,4,1
4939976756,6,6254,0,98,0
5038744073,5,7060,1,12,1
3529597810,9,34958,0,75,0
6011724471,5,33199,0,46,0
3541160328,11,30900,1,100,1
2131787653,6,2406,1,100,0
3526826139,1,23504,1,100,1
6502195877,5,2277,1,63,0
4926376199,7,24888,0,23,0
3526826139,7,38314,1,100,0
6538441737,1,29568,0,100,0
6011104316,9,18878,0,69,1
1800429464,11,38612,1,86,1
2131417125,10,16928,0,63,0
4550599031,6,11818,0,33,1
3483794664,7,16441,1,96,1
5846735559,1,15680,0,100,1
2131071698,7,6102,0,35,1
4181833256,12,35498,0,86,1
6759456907,6,15483,0,100,0
4198470814,6,37808,0,10,1
3056121468,11,37246,0,100,1
6011492816,0,53710,1,75,0
1800364567,10,33193,0,6,0
3013523536,7,6811,0,100,0
4957924165,5,60444,1,100,0
3506040590,7,8165,1,86,0
3545109339,6,20716,1,100,0
4260128500,1,36127,0,100,0
4671727014,7,32019,1,100,1
3819902186,0,5773,1,80,1
3566875419,5,411,1,98,1
3434640138,5,36723,0,62,1
4178097073,6,31957,0,40,1
3533742182,13,34166,1,100,1
6011367958,7,2215,0,86,0
5812930832,10,2670,1,92,0
4265776278,1,19547,0,100,0
4661996144,1,23026,0,56,0
3805751308,12,38780,0,100,0
4681699462,12,35065,1,23,0
4209696857,6,26106,0,10,1
2235335206,1,30861,0,56,0
3577663406,7,36706,1,27,1
4169388510,6,24195,0,62,1
3565414434,5,23796,1,39,0
1800725275,5,33362,1,100,0
1800364567,1,19903,0,6,0
4839043708,6,15742,0,100,1
2712209726,7,37218,0,18,0
2712209726,1,6288,0,18,0
4635330563,12,74793,0,58,1
4488941175,5,34297,0,69,0
3577794103,6,32643,0,100,0
4006047418,10,36442,1,27,1
3587960728,11,193330,0,100,0
3518669219,11,220308,0,100,0
3772340096,5,13990,0,45,0
3501942333,7,3472,0,100,1
4430881574,5,34666,0,100,1
3023496602,6,15809,1,23,1
3512365128,12,35447,1,63,1
2720012583,0,2710,1,40,0
3529597810,10,27415,0,75,1
4110266553,10,37071,0,75,0
4610064888,10,38893,0,100,1
4642894980,11,38274,1,98,1
6011109736,12,38988,0,52,0
6511349151,6,10295,1,100,1
2131567475,9,24347,1,52,1
4761403817,12,37622,0,69,1
3560318482,7,5102,1,100,0
4861310130,10,26381,0,23,0
3023543871,1,36116,1,35,0
2131577679,7,11695,0,63,1
3582402971,6,25622,0,90,0
5846735559,0,9093,0,100,1
4069975342,13,35380,0,40,0
2131249783,6,32339,1,62,0
4079773899,0,23830,1,45,1
3553629419,6,15592,0,63,1
6538441737,5,17351,0,100,1
3858853886,9,38044,0,98,1
4348786085,0,3558,1,29,0
3573030041,12,49855,0,92,0
2264937662,9,34317,1,100,0
1800846951,7,19419,0,69,1
3502088871,7,3225,1,18,0
3596217206,5,27028,0,80,1
3708774952,7,18470,0,58,0
6011542681,10,21407,0,4,0
3027303769,4,1147,1,100,1
4066595222,6,1645,0,100,1
3512365128,7,15241,1,63,0
4710826438,10,37071,1,56,0
5410056176,5,203,1,92,0
4642255475,12,34250,0,75,0
2248348993,7,32699,0,73,1
4482427013,0,9016,0,100,0
3011842374,1,35391,1,100,0
4653879239,7,15165,0,100,1
6761953182,1,33413,0,58,1
6593250708,0,62433,0,18,0
3502377050,6,20184,0,100,0
3648588755,7,36723,1,100,0
6011438889,1,7139,0,100,1
4586260469,6,31828,0,100,1
6011975266,6,26893,0,100,0
3500969075,5,23099,1,100,0
4997733566,11,39027,0,10,1
3672269901,5,25684,0,80,0
3519232971,7,26713,1,67,1
6011504998,1,38044,0,10,0
4099707841,1,17012,1,12,0
6304848798,1,7266,1,4,1
3059647868,12,38926,1,75,1
4878364946,0,35059,0,100,0
6011329966,0,574,0,10,0
4777065439,10,3097,1,75,1
2131807426,5,7828,0,100,1
4613314721,1,6597,1,86,1
4908846471,7,9952,0,100,1
5020380913,5,1040,1,35,0
4424338559,1,34351,0,90,1
6762342562,5,2760,1,100,0
6011388901,7,32716,0,100,0
4708992452,6,44504,1,100,0
3575540972,13,36493,0,100,1
6011724471,12,29652,0,46,0
3009296473,13,36605,0,16,0
1800364567,11,35773,0,6,1
3749300711,7,6856,1,10,1
3575540972,9,24987,0,100,1
3504178999,0,22306,1,100,0
3706122178,11,186265,0,63,1
4104312520,7,1760,0,86,1
4862293128,7,29315,0,96,1
3003038024,1,5855,1,100,1
1800183753,12,83516,0,80,1
6011693194,1,14646,0,100,0
1800311904,12,36094,0,10,1
3543591270,11,38449,0,4,0
6049059630,6,23650,0,62,1
3741252010,10,38656,1,16,1
4560004149,0,10874,0,100,1
6538891242,1,11290,0,18,1
4010002218,10,21806,0,58,0
4239552724,6,37667,1,100,0
1800174429,13,31743,0,100,0
5410056176,6,36987,1,92,0
6763266100,13,37021,0,100,0
3518669219,12,36453,0,100,0
3568255211,6,10902,1,100,0
3459339645,6,32414,0,63,1
4939976756,6,26674,0,98,1
4707867759,7,9171,0,39,1
4623560839,6,68374,1,100,1
4550599031,7,14752,0,33,0
4063094974,5,38690,0,56,0
4689147265,1,18812,1,33,1
1800481850,10,30065,0,6,0
3023543871,5,30889,1,35,0
4259996134,5,38100,0,27,0
4890424426,6,65564,1,29,0
4364010865,6,18973,1,100,0
3056060964,5,37540,1,45,0
5540636818,10,156,1,63,0
4169759661,7,9486,0,10,0
4048508450,12,38859,0,4,1
4228411452,6,13673,1,100,1
4505383113,7,8452,0,100,0
3533742182,7,29323,1,100,0
3027303769,13,37010,1,100,1
4710792708,0,105116,1,75,1
3567879740,7,34986,0,85,1
3501942333,10,30046,0,100,0
3500969075,5,35874,1,100,1
3576021480,10,18940,0,100,1
5846735559,0,38224,0,100,0
3501942333,5,14567,0,100,0
5816864398,0,38656,1,0,1
6011581063,10,6215,1,16,0
2712209726,11,35121,0,18,1
6759456907,12,37684,0,100,1
4634955908,5,10947,0,0,1
4633065159,13,27938,0,100,1
6011542681,6,34722,0,4,1
3003038024,7,9166,1,100,0
4671727014,0,35565,1,100,0
4900628639,6,10357,1,0,1
6011679934,0,36332,0,0,0
4026222041,11,38898,0,18,0
5038744073,10,37229,1,12,1
3583793405,11,38364,0,16,0
3598215285,9,19063,0,16,1
6304256733,5,29728,1,22,1
4587657402,12,62130,0,100,1
4914700582,6,74866,1,100,0
4536996888,8,36903,1,4,0
4935858973,10,10,1,12,0
3585740823,11,35318,1,100,0
4824023901,5,9300,0,100,0
3691358772,6,31380,0,16,0
4377338765,11,34329,1,46,0
3760281106,0,10899,1,6,0
6761021244,6,10728,0,69,1
4040099974,7,10644,1,52,1
3771138426,13,88484,1,50,0
3755342086,7,15078,1,69,1
3519607465,6,34649,0,100,1
4623560839,1,33875,1,100,1
6011104316,7,3216,0,69,0
4836998673,10,38370,0,29,0
3514865930,5,29283,1,33,1
4070511711,0,6395,0,39,1
4658490815,6,30833,0,100,1
3725200497,6,33452,0,100,1
3037100606,7,26842,1,73,0
3434727291,1,52052,0,10,0
3596357274,0,32097,1,4,0
4904681492,11,38325,0,98,0
4067137330,7,116975,0,75,1
3042820467,1,7794,1,52,1
4040099974,13,227497,1,52,0
4613314721,1,2635,1,86,0
1800311904,12,81757,0,10,0
3858048561,1,32069,0,33,0
3598634130,6,31159,1,100,1
3750826487,1,34250,0,18,0
3595192916,6,34621,1,100,1
4873783502,5,25162,0,0,0
2131935961,5,2676,1,100,1
3725200497,0,769,0,100,0
4586260469,7,3607,0,100,0
4210078554,0,21109,0,45,1
3434727291,7,77744,0,10,1
4855488158,5,4947,1,100,1
3559160581,13,212760,1,0,0
2720433095,13,36330,1,100,0
3040767541,1,20705,0,100,1
4710792708,0,21306,1,75,0
3011842374,12,38651,1,100,1
2131807426,7,35267,0,100,0
4344955088,0,1825,1,18,1
4092452671,1,27249,1,100,1
3725200497,0,6548,0,100,0
4956828990,11,36852,1,40,0
3719852362,7,1248,1,100,1
6304690407,7,62799,0,100,0
3712264401,9,7311,0,6,1
3004433081,1,12825,0,69,0
4607072969,10,35644,0,63,1
3595192916,12,38780,1,100,1
1800725275,6,35346,1,100,1
3056121468,12,35554,0,100,1
1800692534,7,22559,1,22,1
2288748891,1,2117,0,39,0
2296006538,11,38482,0,100,1
5038744073,11,37830,1,12,0
4839043708,12,17638,0,100,0
3829563558,6,35470,0,58,0
3501942333,10,21834,0,100,0
4957924165,1,55599,1,100,1
3521417320,10,66261,0,12,1
3708185838,12,37999,1,12,0
6011109736,0,8313,0,52,0
3048764887,6,12015,0,100,0
4657269323,7,45038,0,100,0
4900628639,12,35200,1,0,1
3591919803,5,21915,1,80,0
3521815216,6,499,1,29,0
4587577161,12,35762,0,12,0
4710826438,0,28984,1,56,0
4908846471,7,21347,0,100,0
4810839835,1,35419,0,69,1
4220495028,13,36852,0,45,0
4666314527,5,2305,1,6,0
3506040590,7,9604,1,86,1
3023875590,6,20311,0,12,0
5809541733,7,11459,0,79,1
3521417320,0,13578,0,12,1
3511378610,11,34188,1,4,0
3577794103,12,36667,0,100,0
6011693194,0,26158,0,100,1
2131266626,7,7294,1,16,0
4260128500,11,4829,0,100,0
3587960728,1,28703,0,100,0
3551217896,0,21469,0,18,1
4584931703,12,25855,0,6,0
4841313716,6,1512,1,92,1
3409538396,7,9690,1,35,1
6011504998,7,12664,0,10,0
4384910379,6,28553,0,100,1
6048700208,11,35998,1,4,0
4328928491,11,86337,0,40,1
5738601935,12,35262,1,75,1
4048508450,6,38881,0,4,1
3581130339,5,37825,1,56,0
3520550088,12,55295,1,100,0
3712264401,6,24054,0,6,1
3561963695,7,12875,1,58,0
4658490815,7,33491,0,100,1
2610529083,12,5823,0,100,1
6011109736,0,21744,0,52,1
3585740823,10,149574,1,100,0
3032838444,6,22522,0,100,1
1800142622,7,21739,0,85,0
3019962138,1,414,0,18,1
3591919803,1,33576,1,80,0
2475085306,6,6813,1,100,0
2131545733,6,6706,1,46,1
6762986333,6,22717,0,10,1
4147608975,10,19069,1,100,1
3805751308,12,34649,0,100,1
3027303769,1,38004,1,100,0
3564839259,7,37999,1,85,1
